tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
100240,AmazonHelp,False,Wed Jan 08 12:02:00 +0000 2026,@cust_0069 Prime Video is included at no extra cost with your Prime membership! Enjoy 🎬 ^MJ,,100239
100943,cust_0004,True,Wed Jan 24 12:51:00 +0000 2026,@AmazonHelp how do I cancel my Prime free trial before it charges me,100944,
100949,cust_0048,True,Wed Jan 27 12:54:00 +0000 2026,this is the third time this has happened. @AmazonHelp I cancelled my Prime membership last month but you just charged me again,100950,
100578,AmazonHelp,False,Wed Jan 09 12:51:00 +0000 2026,"@cust_0002 That doesn't look right, sorry! Please DM your order number and the charge amount so we can investigate immediately. ^KL",,100577
101086,AmazonHelp,False,Wed Jan 11 12:05:00 +0000 2026,@cust_0080 Apologies for the confusion. Send us a DM with the email on the account and we'll review the cancellation and refund if applicable. ^MJ,,101085
100643,cust_0108,True,Wed Jan 14 12:21:00 +0000 2026,"absolutely done with this. @AmazonHelp someone placed an order on my account that I didn't make, is my account compromised",100644,
100328,AmazonHelp,False,Wed Jan 24 12:46:00 +0000 2026,@cust_0123 Apologies for the shifting estimate! DM your order number and I'll pull the latest carrier status for you. ^MJ,,100327
101087,cust_0120,True,Wed Jan 12 12:03:00 +0000 2026,@AmazonHelp does the Echo Dot work without wifi at all or is it useless offline?,101088,
100482,AmazonHelp,False,Wed Jan 17 12:03:00 +0000 2026,"@cust_0038 That's concerning, sorry! Please DM your order number and we'll open a missing-package investigation with the carrier. ^KL",,100481
100930,AmazonHelp,False,Wed Jan 17 12:47:00 +0000 2026,@cust_0097 Let's get this sorted securely -- please DM us so we can verify your identity and help restore access to your account. ^AR,,100929
100042,AmazonHelp,False,Wed Jan 21 12:23:00 +0000 2026,@cust_0011 Prime Video is included at no extra cost with your Prime membership! Enjoy 🎬 ^MJ,,100041
101010,AmazonHelp,False,Wed Jan 01 12:27:00 +0000 2026,@cust_0038 Sorry for the app trouble! DM us the order number and we'll cancel it manually on our end. ^MJ,,101009
100874,AmazonHelp,False,Wed Jan 17 12:19:00 +0000 2026,@cust_0006 I'm really sorry to hear that. Please DM us your order number and details so we can look into this and make it right. ^AR,,100873
100144,AmazonHelp,False,Wed Jan 16 12:14:00 +0000 2026,@cust_0041 So sorry to see this! Please DM us photos of the damaged item and your order number and we'll get a replacement or refund started. ^AR,,100143
100699,cust_0114,True,Wed Jan 14 12:49:00 +0000 2026,"@AmazonHelp received my order today and the item is completely smashed, box was soaking wet too",100700,
100251,cust_0070,True,Wed Jan 14 12:05:00 +0000 2026,"@AmazonHelp return window says closed but the item just arrived broken, what do I do now",100252,
101252,AmazonHelp,False,Wed Jan 10 12:28:00 +0000 2026,@cust_0127 I'm really sorry to hear that. Please DM us your order number and details so we can look into this and make it right. ^AR,,101251
101215,cust_0015,True,Wed Jan 20 12:07:00 +0000 2026,@AmazonHelp is prime video included free with a regular prime membership or extra cost,101216,
100966,AmazonHelp,False,Wed Jan 07 12:05:00 +0000 2026,@cust_0120 Sorry for the inconvenience! Can you DM us your device model and app version so our team can look into this? ^KL,,100965
100909,cust_0103,True,Wed Jan 07 12:34:00 +0000 2026,@AmazonHelp trying to cancel a subscribe & save order but the app won't let me,100910,
101297,cust_0113,True,Wed Jan 05 12:48:00 +0000 2026,"absolutely done with this. @AmazonHelp I returned my order 2 weeks ago and still haven't gotten my refund, this is unacceptable",101298,
101217,cust_0073,True,Wed Jan 21 12:08:00 +0000 2026,"this is the third time this has happened. @AmazonHelp need to cancel order #786315337 before it ships, ordered the wrong size",101218,
101110,AmazonHelp,False,Wed Jan 23 12:17:00 +0000 2026,@cust_0021 I'm really sorry to hear that. Please DM us your order number and details so we can look into this and make it right. ^AR,,101109
100840,AmazonHelp,False,Wed Jan 28 12:02:00 +0000 2026,@cust_0118 Apologies for the confusion. Send us a DM with the email on the account and we'll review the cancellation and refund if applicable. ^MJ,,100839
100315,cust_0126,True,Wed Jan 18 12:37:00 +0000 2026,"@AmazonHelp charged $34.50 for an order that got cancelled automatically, why wasn't I refunded",100316,
100630,AmazonHelp,False,Wed Jan 07 12:17:00 +0000 2026,@cust_0057 We can help with that. Please DM us the order number and we'll start a refund if the carrier confirms it wasn't delivered. ^AR,,100629
100294,AmazonHelp,False,Wed Jan 07 12:29:00 +0000 2026,"@cust_0006 Great question! Echo Dot needs wifi for most features like Alexa requests, though a few local smart home controls may still work. ^KL",,100293
100100,AmazonHelp,False,Wed Jan 22 12:52:00 +0000 2026,@cust_0125 Sorry about that! DM your order number #600352373 with photos and we'll get replacement parts or a full replacement sent. ^MJ,,100099
100064,AmazonHelp,False,Wed Jan 04 12:34:00 +0000 2026,"@cust_0072 Great question! Echo Dot needs wifi for most features like Alexa requests, though a few local smart home controls may still work. ^KL",,100063
101341,cust_0107,True,Wed Jan 27 12:10:00 +0000 2026,"@AmazonHelp I returned my order 2 weeks ago and still haven't gotten my refund, this is unacceptable",101342,
101061,cust_0107,True,Wed Jan 27 12:50:00 +0000 2026,this is the third time this has happened. @AmazonHelp how do I get a refund for an order I never received,101062,
101123,cust_0014,True,Wed Jan 02 12:21:00 +0000 2026,"absolutely done with this. @AmazonHelp still no sign of my package, it's been 6 days past the delivery date. this is ridiculous",101124,
100531,cust_0039,True,Wed Jan 14 12:25:00 +0000 2026,"@AmazonHelp someone placed an order on my account that I didn't make, is my account compromised",100532,
100391,cust_0044,True,Wed Jan 28 12:15:00 +0000 2026,"this is the third time this has happened. @AmazonHelp the blender I ordered arrived with a cracked jar, clearly used not new",100392,
100955,cust_0051,True,Wed Jan 02 12:57:00 +0000 2026,"worst experience ever, @AmazonHelp someone placed an order on my account that I didn't make, is my account compromised",100956,
101282,AmazonHelp,False,Wed Jan 25 12:43:00 +0000 2026,@cust_0012 I'm really sorry to hear that. Please DM us your order number and details so we can look into this and make it right. ^AR,,101281
101284,AmazonHelp,False,Wed Jan 26 12:44:00 +0000 2026,@cust_0069 Sorry for the runaround! Please DM order #828468245 and we'll check directly with the carrier for you. ^AR,,101283
100990,AmazonHelp,False,Wed Jan 19 12:17:00 +0000 2026,"@cust_0065 Yes! Amazon Household lets you share select Prime benefits with another adult, even at a different address. ^AR",,100989
100863,cust_0077,True,Wed Jan 12 12:11:00 +0000 2026,"@AmazonHelp someone placed an order on my account that I didn't make, is my account compromised",100864,
100850,AmazonHelp,False,Wed Jan 05 12:07:00 +0000 2026,@cust_0061 I'm really sorry to hear that. Please DM us your order number and details so we can look into this and make it right. ^AR,,100849
101247,cust_0027,True,Wed Jan 08 12:23:00 +0000 2026,@AmazonHelp does this kindle model support audiobooks or just ebooks,101248,
100239,cust_0069,True,Wed Jan 08 12:59:00 +0000 2026,@AmazonHelp is prime video included free with a regular prime membership or extra cost,100240,
100967,cust_0064,True,Wed Jan 08 12:03:00 +0000 2026,"@AmazonHelp delivery photo shows package at a door that isn't even mine, wrong address entirely",100968,
100192,AmazonHelp,False,Wed Jan 12 12:38:00 +0000 2026,@cust_0032 Prime Video is included at no extra cost with your Prime membership! Enjoy 🎬 ^MJ,,100191
100770,AmazonHelp,False,Wed Jan 21 12:27:00 +0000 2026,@cust_0098 Sorry for the mix-up! DM the order number and we'll check why the refund didn't process automatically. ^AR,,100769
100361,cust_0116,True,Wed Jan 13 12:00:00 +0000 2026,"@AmazonHelp delivery photo shows package at a door that isn't even mine, wrong address entirely",100362,
100800,AmazonHelp,False,Wed Jan 08 12:42:00 +0000 2026,"@cust_0109 No problem, let's try to catch it in time! DM us the order number now and we'll check if it can still be cancelled. ^MJ",,100799
100849,cust_0061,True,Wed Jan 05 12:04:00 +0000 2026,"@AmazonHelp the delivery driver just threw my package over the fence and it landed in the pool, unbelievable",100850,
100380,AmazonHelp,False,Wed Jan 22 12:12:00 +0000 2026,@cust_0069 Sorry for the mix-up! DM the order number and we'll check why the refund didn't process automatically. ^AR,,100379
100030,AmazonHelp,False,Wed Jan 15 12:17:00 +0000 2026,@cust_0117 I'm really sorry to hear that. Please DM us your order number and details so we can look into this and make it right. ^AR,,100029
100086,AmazonHelp,False,Wed Jan 15 12:45:00 +0000 2026,"@cust_0049 That's concerning, sorry! Please DM your order number and we'll open a missing-package investigation with the carrier. ^KL",,100085
100203,cust_0125,True,Wed Jan 18 12:41:00 +0000 2026,"worst experience ever, @AmazonHelp does the Echo Dot work without wifi at all or is it useless offline?",100204,
100106,AmazonHelp,False,Wed Jan 25 12:55:00 +0000 2026,@cust_0042 Sorry for the inconvenience! Can you DM us your device model and app version so our team can look into this? ^KL,,100105
100311,cust_0097,True,Wed Jan 16 12:35:00 +0000 2026,"this is the third time this has happened. @AmazonHelp you sent me the wrong color headphones, I ordered black and got white",100312,
101253,cust_0029,True,Wed Jan 11 12:26:00 +0000 2026,"@AmazonHelp I can't log into my account, it says my password is wrong but I know it's right, did I get hacked?",101254,
100296,AmazonHelp,False,Wed Jan 08 12:30:00 +0000 2026,@cust_0022 Apologies for the confusion. Send us a DM with the email on the account and we'll review the cancellation and refund if applicable. ^MJ,,100295
100063,cust_0072,True,Wed Jan 04 12:31:00 +0000 2026,this is the third time this has happened. @AmazonHelp does the Echo Dot work without wifi at all or is it useless offline?,100064,
100051,cust_0115,True,Wed Jan 26 12:25:00 +0000 2026,"worst experience ever, @AmazonHelp someone placed an order on my account that I didn't make, is my account compromised",100052,
100461,cust_0108,True,Wed Jan 07 12:50:00 +0000 2026,"@AmazonHelp delivery photo shows package at a door that isn't even mine, wrong address entirely",100462,
100009,cust_0108,True,Wed Jan 05 12:04:00 +0000 2026,@AmazonHelp can I share my prime benefits with a family member living at a different address,100010,
100483,cust_0007,True,Wed Jan 18 12:01:00 +0000 2026,"@AmazonHelp I was charged twice for the same order, $89.99 showed up on my card two times",100484,
101011,cust_0055,True,Wed Jan 02 12:25:00 +0000 2026,"worst experience ever, @AmazonHelp received my order today and the item is completely smashed, box was soaking wet too",101012,
101127,cust_0031,True,Wed Jan 04 12:23:00 +0000 2026,@AmazonHelp does the Echo Dot work without wifi at all or is it useless offline?,101128,
101048,AmazonHelp,False,Wed Jan 20 12:46:00 +0000 2026,@cust_0118 Sorry about that mix-up! Please DM your order number so we can locate your package and get it redelivered. ^MJ,,101047
101143,cust_0002,True,Wed Jan 12 12:31:00 +0000 2026,"worst experience ever, @AmazonHelp locked out of my account after too many failed login attempts, need to get back in urgently",101144,
100132,AmazonHelp,False,Wed Jan 10 12:08:00 +0000 2026,"@cust_0053 No problem, let's try to catch it in time! DM us the order number now and we'll check if it can still be cancelled. ^MJ",,100131
101346,AmazonHelp,False,Wed Jan 01 12:15:00 +0000 2026,@cust_0074 I'm really sorry to hear that. Please DM us your order number and details so we can look into this and make it right. ^AR,,101345
100814,AmazonHelp,False,Wed Jan 15 12:49:00 +0000 2026,@cust_0074 So sorry to see this! Please DM us photos of the damaged item and your order number and we'll get a replacement or refund started. ^AR,,100813
100911,cust_0108,True,Wed Jan 08 12:35:00 +0000 2026,"worst experience ever, @AmazonHelp why does my delivery estimate keep moving further out every single day",100912,
101159,cust_0036,True,Wed Jan 20 12:39:00 +0000 2026,"this is the third time this has happened. @AmazonHelp accidentally ordered 2 of the same item, need to cancel one of them fast",101160,
100107,cust_0136,True,Wed Jan 26 12:53:00 +0000 2026,"@AmazonHelp I was charged twice for the same order, $89.99 showed up on my card two times",100108,
100171,cust_0031,True,Wed Jan 02 12:25:00 +0000 2026,"@AmazonHelp app keeps crashing every time I try to check out on iOS, anyone else having this issue",100172,
100333,cust_0035,True,Wed Jan 27 12:46:00 +0000 2026,"this is the third time this has happened. @AmazonHelp someone placed an order on my account that I didn't make, is my account compromised",100334,
100191,cust_0032,True,Wed Jan 12 12:35:00 +0000 2026,this is the third time this has happened. @AmazonHelp is prime video included free with a regular prime membership or extra cost,100192,
101331,cust_0036,True,Wed Jan 22 12:05:00 +0000 2026,@AmazonHelp how do I cancel my Prime free trial before it charges me,101332,
100605,cust_0051,True,Wed Jan 23 12:02:00 +0000 2026,"worst experience ever, @AmazonHelp accidentally ordered 2 of the same item, need to cancel one of them fast",100606,
100019,cust_0139,True,Wed Jan 10 12:09:00 +0000 2026,"absolutely done with this. @AmazonHelp I returned my order 2 weeks ago and still haven't gotten my refund, this is unacceptable",100020,
101030,AmazonHelp,False,Wed Jan 11 12:37:00 +0000 2026,@cust_0040 Sorry for the app trouble! DM us the order number and we'll cancel it manually on our end. ^MJ,,101029
100053,cust_0089,True,Wed Jan 27 12:26:00 +0000 2026,this is the third time this has happened. @AmazonHelp trying to cancel a subscribe & save order but the app won't let me,100054,
100384,AmazonHelp,False,Wed Jan 24 12:14:00 +0000 2026,"@cust_0008 Yes! Amazon Household lets you share select Prime benefits with another adult, even at a different address. ^AR",,100383
100474,AmazonHelp,False,Wed Jan 13 12:59:00 +0000 2026,@cust_0080 Apologies for the wait on #922332802 -- DM us and I'll check directly with the refunds team on the status. ^MJ,,100473
101041,cust_0116,True,Wed Jan 17 12:40:00 +0000 2026,"worst experience ever, @AmazonHelp charged $34.50 for an order that got cancelled automatically, why wasn't I refunded",101042,
101374,AmazonHelp,False,Wed Jan 15 12:29:00 +0000 2026,@cust_0096 Prime Video is included at no extra cost with your Prime membership! Enjoy 🎬 ^MJ,,101373
100149,cust_0034,True,Wed Jan 19 12:14:00 +0000 2026,"@AmazonHelp I returned my order 2 weeks ago and still haven't gotten my refund, this is unacceptable",100150,
100099,cust_0125,True,Wed Jan 22 12:49:00 +0000 2026,"this is the third time this has happened. @AmazonHelp order #600352373 arrived missing half the parts, box wasn't even sealed properly",100100,
100805,cust_0122,True,Wed Jan 11 12:42:00 +0000 2026,"absolutely done with this. @AmazonHelp packaging was so excessive for one small item, a tiny USB cable in a huge box with tons of air pillows",100806,
100584,AmazonHelp,False,Wed Jan 12 12:54:00 +0000 2026,"@cust_0010 That doesn't look right, sorry! Please DM your order number and the charge amount so we can investigate immediately. ^KL",,100583
100612,AmazonHelp,False,Wed Jan 26 12:08:00 +0000 2026,"@cust_0094 Great question! Echo Dot needs wifi for most features like Alexa requests, though a few local smart home controls may still work. ^KL",,100611
100808,AmazonHelp,False,Wed Jan 12 12:46:00 +0000 2026,@cust_0106 That's not the experience we want for you. Can you send us your order number via DM so we can look into the carrier delay right away? ^MJ,,100807
101144,AmazonHelp,False,Wed Jan 12 12:34:00 +0000 2026,@cust_0002 Sorry for the lockout! DM us your account email and we'll walk you through regaining access. ^AR,,101143
101395,cust_0106,True,Wed Jan 26 12:37:00 +0000 2026,"@AmazonHelp order #111525253 says 'out for delivery' for the 4th day in a row now, what's going on",101396,
101390,AmazonHelp,False,Wed Jan 23 12:37:00 +0000 2026,@cust_0131 Sorry for the trouble! DM us the email on file and we'll help you regain access step by step. ^KL,,101389
100495,cust_0096,True,Wed Jan 24 12:07:00 +0000 2026,this is the third time this has happened. @AmazonHelp trying to cancel a subscribe & save order but the app won't let me,100496,
101167,cust_0037,True,Wed Jan 24 12:43:00 +0000 2026,"@AmazonHelp accidentally ordered 2 of the same item, need to cancel one of them fast",101168,
101104,AmazonHelp,False,Wed Jan 20 12:14:00 +0000 2026,@cust_0104 You can cancel anytime from Your Account > Prime Membership > End Membership. Happy to help if you hit any issues -- just DM us! ^AR,,101103
100620,AmazonHelp,False,Wed Jan 02 12:12:00 +0000 2026,@cust_0073 You can cancel anytime from Your Account > Prime Membership > End Membership. Happy to help if you hit any issues -- just DM us! ^AR,,100619
101065,cust_0075,True,Wed Jan 01 12:52:00 +0000 2026,"@AmazonHelp need to cancel order #400547960 before it ships, ordered the wrong size",101066,
100946,AmazonHelp,False,Wed Jan 25 12:55:00 +0000 2026,@cust_0019 Sorry about that! Please DM your order number and the last 4 digits of the card charged so we can investigate the duplicate charge. ^KL,,100945
100756,AmazonHelp,False,Wed Jan 14 12:20:00 +0000 2026,@cust_0086 Sorry about that! DM your order number #904934916 with photos and we'll get replacement parts or a full replacement sent. ^MJ,,100755
100424,AmazonHelp,False,Wed Jan 16 12:34:00 +0000 2026,@cust_0024 Sorry about that! Please DM your order number and the last 4 digits of the card charged so we can investigate the duplicate charge. ^KL,,100423
100903,cust_0054,True,Wed Jan 04 12:31:00 +0000 2026,"@AmazonHelp the delivery driver just threw my package over the fence and it landed in the pool, unbelievable",100904,
101053,cust_0043,True,Wed Jan 23 12:46:00 +0000 2026,"this is the third time this has happened. @AmazonHelp someone placed an order on my account that I didn't make, is my account compromised",101054,
100963,cust_0127,True,Wed Jan 06 12:01:00 +0000 2026,"@AmazonHelp app keeps crashing every time I try to check out on iOS, anyone else having this issue",100964,
100127,cust_0094,True,Wed Jan 08 12:03:00 +0000 2026,@AmazonHelp how do I cancel my Prime free trial before it charges me,100128,
101150,AmazonHelp,False,Wed Jan 15 12:37:00 +0000 2026,"@cust_0100 That doesn't look right, sorry! Please DM your order number and the charge amount so we can investigate immediately. ^KL",,101149
100914,AmazonHelp,False,Wed Jan 09 12:39:00 +0000 2026,@cust_0068 You can cancel anytime from Your Account > Prime Membership > End Membership. Happy to help if you hit any issues -- just DM us! ^AR,,100913
