tweet_id,intent,is_angry_prefix
101147,damaged_or_wrong_item,False
101149,billing_charge_dispute,False
101151,other_complaint,True
101153,billing_charge_dispute,False
101155,other_complaint,False
101157,refund_or_return,True
101159,cancellation_request,True
101161,damaged_or_wrong_item,True
101163,order_status_delay,False
101165,billing_charge_dispute,True
101167,cancellation_request,False
101169,order_status_delay,True
101171,refund_or_return,False
101173,product_or_service_question,False
101175,order_status_delay,False
101177,cancellation_request,True
101179,damaged_or_wrong_item,True
101181,damaged_or_wrong_item,False
101183,billing_charge_dispute,False
101185,damaged_or_wrong_item,False
101187,cancellation_request,False
101189,billing_charge_dispute,False
101191,product_or_service_question,True
101193,account_access_issue,False
101195,product_or_service_question,True
101197,damaged_or_wrong_item,True
101199,account_access_issue,True
101201,order_status_delay,False
101203,refund_or_return,True
101205,billing_charge_dispute,True
101207,damaged_or_wrong_item,True
101209,other_complaint,False
101211,damaged_or_wrong_item,False
101213,refund_or_return,True
101215,product_or_service_question,False
101217,cancellation_request,True
101219,damaged_or_wrong_item,True
101221,damaged_or_wrong_item,False
101223,cancellation_request,True
101225,cancellation_request,True
101227,product_or_service_question,False
101229,cancellation_request,False
101231,cancellation_request,False
101233,other_complaint,False
101235,damaged_or_wrong_item,False
101237,billing_charge_dispute,False
101239,account_access_issue,False
101241,order_status_delay,True
101243,refund_or_return,True
101245,other_complaint,True
101247,product_or_service_question,False
101249,refund_or_return,False
101251,other_complaint,True
101253,account_access_issue,False
101255,product_or_service_question,True
101257,billing_charge_dispute,True
101259,other_complaint,False
101261,cancellation_request,True
101263,order_status_delay,False
101265,cancellation_request,False
101267,product_or_service_question,True
101269,order_status_delay,False
101271,cancellation_request,True
101273,order_status_delay,True
101275,refund_or_return,True
101277,refund_or_return,False
101279,billing_charge_dispute,True
101281,other_complaint,False
101283,order_status_delay,True
101285,account_access_issue,False
101287,damaged_or_wrong_item,True
101289,order_status_delay,False
101291,account_access_issue,False
101293,refund_or_return,True
101295,other_complaint,True
101297,refund_or_return,True
101299,damaged_or_wrong_item,True
101301,account_access_issue,True
101303,damaged_or_wrong_item,True
101305,billing_charge_dispute,True
101307,cancellation_request,False
101309,other_complaint,False
101311,order_status_delay,False
101313,refund_or_return,True
101315,product_or_service_question,False
101317,billing_charge_dispute,False
101319,other_complaint,False
101321,account_access_issue,False
101323,refund_or_return,False
101325,product_or_service_question,True
101327,product_or_service_question,False
101329,billing_charge_dispute,False
101331,cancellation_request,False
101333,account_access_issue,True
101335,other_complaint,True
101337,damaged_or_wrong_item,False
101339,product_or_service_question,True
101341,refund_or_return,False
101343,damaged_or_wrong_item,True
101345,other_complaint,False
101347,account_access_issue,True
101349,cancellation_request,True
101351,other_complaint,False
101353,refund_or_return,False
101355,product_or_service_question,False
101357,damaged_or_wrong_item,True
101359,billing_charge_dispute,True
101361,order_status_delay,False
101363,other_complaint,False
101365,product_or_service_question,True
101367,product_or_service_question,False
101369,order_status_delay,False
101371,order_status_delay,False
101373,product_or_service_question,True
101375,refund_or_return,True
101377,product_or_service_question,True
101379,cancellation_request,False
101381,refund_or_return,False
101383,order_status_delay,False
101385,damaged_or_wrong_item,False
101387,other_complaint,False
101389,account_access_issue,True
101391,refund_or_return,False
101393,damaged_or_wrong_item,True
101395,order_status_delay,False
101397,account_access_issue,True
101399,damaged_or_wrong_item,False
